11032026




Time	Temp 	Temp SP	    	    	    	CE1	CE2	CE3	CE4	CE5	Spare	Spare	Probe 1	Probe 2	Probe 3	Probe 4	Dev Alarm	N/C	Chamber On	WOP Temp	WOP Hum	I/C	1st LP	1st HP	2nd LP	2nd HP	1st Comp A	2nd Comp A	Inlet Water	Outlet Water	Smoke Det	Fan Mot Temp	


4860	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.1	14.1	16.4	Off	Off	On	-16.9	0.0	-43.1	0.8	8.3	2.0	9.0	14.1	16.4	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
4920	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.2	14.1	16.5	Off	Off	On	-16.7	0.0	-43.2	0.8	8.4	2.0	9.1	14.1	16.5	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
4980	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.0	14.1	16.4	Off	Off	On	-17.2	0.0	-43.0	0.8	8.4	2.0	9.0	14.1	16.4	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
5040	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.2	14.1	16.4	Off	Off	On	-16.8	0.0	-43.2	0.8	8.4	2.0	9.0	14.1	16.4	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
5100	-54.1	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.3	14.2	16.4	Off	Off	On	-16.5	0.0	-43.3	0.8	8.3	2.0	8.9	14.2	16.4	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
5160	-54.1	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.4	14.0	16.3	Off	Off	On	-16.3	0.0	-43.4	0.8	8.3	2.0	8.9	14.0	16.3	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
5220	-54.1	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.2	14.1	16.4	Off	Off	On	-15.9	0.0	-43.2	0.8	8.3	2.0	8.9	14.1	16.4	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
5280	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.3	14.0	16.3	Off	Off	On	-16.0	0.0	-43.3	0.8	8.4	2.0	8.9	14.0	16.4	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
5340	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.5	14.0	16.3	Off	Off	On	-16.0	0.0	-43.5	0.8	8.3	2.0	8.8	14.0	16.3	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
5400	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-42.8	14.1	16.4	Off	Off	On	-16.0	0.0	-42.8	0.8	8.3	2.0	8.9	14.1	16.4	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
5460	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.1	14.0	16.4	Off	Off	On	-16.5	0.0	-43.1	0.8	8.4	2.0	9.1	14.0	16.4	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
